state,Month,maize,rice,sorghum
Edo,May,0.2652215151716069,0.3167565461165516,0.2932703593892111
Edo,Nov,0.19483843411075477,0.20323444830756177,0.24730067739119094
Edo,Oct,0.28843618908655855,0.36487209946146176,0.2957454022487165
Edo,Sep,0.7625671015186138,0.7728147994801702,0.7389253853515959
Ekiti,Apr,0.23401349563333995,0.23018665820625178,0.29674800536211865
Ekiti,Aug,0.27184717123639546,0.3459170679243908,0.2808722030269436
Ekiti,Dec,0.1583482238916279,0.12676839022929898,0.22165757640961348
Ekiti,Feb,0.17236343564939988,0.1288995331693033,0.24430588169256534
Ekiti,Jan,0.15945299032077276,0.11721803317869262,0.22587520363970598
Ekiti,Jul,0.28364229651427175,0.3555473484416465,0.292881587889888
Ekiti,Jun,0.23663142805088294,0.27388298953497087,0.27363214224949983
Ekiti,Mar,0.2147432802662929,0.1788638141776116,0.29626643946290654
Ekiti,May,0.2170739747713852,0.2241857498110304,0.27576193965371665
Ekiti,Nov,0.1786650848843937,0.16427531583111427,0.2422096003616003
Ekiti,Oct,0.2287107911947504,0.2693173442303913,0.2623565138418143
Ekiti,Sep,0.28591160604578675,0.3593386718787075,0.2929786884573393
Enugu,Apr,0.3041423859561582,0.3655007908647091,0.3140453594611315
Enugu,Aug,0.3038174549199641,0.4148082510700917,0.2829436938803696
Enugu,Dec,0.14180842909308417,0.11910381970654045,0.1962425573352846
Enugu,Feb,0.1529459430091295,0.11979611372568144,0.21457431585564643
Enugu,Jan,0.14791884009016176,0.12216547992599915,0.2013705097471722
Enugu,Jul,0.3608298766390591,0.4908394700373984,0.322757864515102
Enugu,Jun,0.34784043658060576,0.4611537249040304,0.3223034811570511
Enugu,Mar,0.21884667286715534,0.2257104865011161,0.26933006339444293
Enugu,May,0.25455221599664,0.32079116009264086,0.2701078102621477
Enugu,Nov,0.17545171663750242,0.19106578281425968,0.21783504968051107
Enugu,Oct,0.32402117538078157,0.42394772815456394,0.3054990439333971
Enugu,Sep,0.7553040760243124,0.7771871406737052,0.7213273832864928
FederalCapitalTerritory,Apr,0.21316005807368704,0.2148633251636961,0.2675036050278912
FederalCapitalTerritory,Aug,0.3211292497439687,0.43565129130775054,0.29516377515027814
FederalCapitalTerritory,Dec,0.12218428118363567,0.0911311522953289,0.17326341787428312
FederalCapitalTerritory,Feb,0.1366148693528922,0.08761822791441748,0.19848537295001445
FederalCapitalTerritory,Jan,0.12611913070323977,0.09036775780935721,0.18007596523561387
FederalCapitalTerritory,Jul,0.24818262400001373,0.3312669150441162,0.2519643927738566
FederalCapitalTerritory,Jun,0.2945799870398174,0.37372805811119897,0.2965762592714268
FederalCapitalTerritory,Mar,0.1847109146940957,0.1456668866111782,0.2580852418667401
FederalCapitalTerritory,May,0.2348954988724569,0.26776859629561317,0.2723735067809001
FederalCapitalTerritory,Nov,0.1361237148122854,0.11253519940874349,0.18936112488422785
FederalCapitalTerritory,Oct,0.23824901350594002,0.29104851737019877,0.25163936659876845
FederalCapitalTerritory,Sep,0.4372582619804841,0.590648702963529,0.3708639198270882
Gombe,Apr,0.1920289712429781,0.14158402815495127,0.2704323018472598
Gombe,Aug,0.7503868494671417,0.7706589045712269,0.7108690206309372
Gombe,Dec,0.07028094039722704,0.05854749230524551,0.0976190698936299
Gombe,Feb,0.0747864647163933,0.045975807130628384,0.10931883881711271
Gombe,Jan,0.054088744608994224,0.04342928777913951,0.07567147842194386
Gombe,Jul,0.6865249846175132,0.6652408170410431,0.6815412718298741
Gombe,Jun,0.24149576870901254,0.2700523488173318,0.2717168218906803
Gombe,Mar,0.1353565781964805,0.07431027869511932,0.20082420409576107
Gombe,May,0.19812396520879375,0.1580905628491725,0.2750884468922122
Gombe,Nov,0.1010085039900459,0.07683715186498394,0.14273512269508187
Gombe,Oct,0.1724898797700348,0.18721676896400746,0.2069177369999893
Gombe,Sep,0.3662831542339877,0.4800796779176941,0.32816933536172477
Imo,Apr,0.3292539096932104,0.39308896802683047,0.338630814948667
Imo,Aug,0.3138245239663142,0.41253416647217944,0.30159082424328393
Imo,Dec,0.16074799149902266,0.1497608287485636,0.2151681841584544
Imo,Feb,0.17984604850683697,0.15439309166589404,0.24626129403438587
Imo,Jan,0.1734497745808492,0.1621311411278349,0.22495046265024837
Imo,Jul,0.37446048715236446,0.4955494342486383,0.3430984581315133
Imo,Jun,0.33797193280303667,0.4377098523324308,0.32497003407988445
Imo,Mar,0.2624235029492944,0.28076527370565063,0.3058502627521059
Imo,May,0.3153814832937348,0.3927379870553568,0.32046971295213883
Imo,Nov,0.20794949338878696,0.2353217052613825,0.24715725550838907
Imo,Oct,0.38390097463680894,0.4992806888001565,0.35395689116266815
Imo,Sep,0.37688509507195705,0.4931765343179696,0.3455091304683373
Jigawa,Apr,0.18724307939863968,0.11117680627929384,0.27501286357130156
Jigawa,Aug,0.7667865771615053,0.76156625620954,0.747689602924914
Jigawa,Dec,0.05211290005706748,0.045952418819170934,0.07153736048872214
Jigawa,Feb,0.049164101748510165,0.029263455295581484,0.07218568448232311
Jigawa,Jan,0.024669990925335127,0.02559897465642569,0.03258365999008331
Jigawa,Jul,0.6225360912226148,0.530225560953077,0.6751847229225817
Jigawa,Jun,0.21374145185531374,0.16699550670329394,0.2957279691789851
Jigawa,Mar,0.12478131928787269,0.06395112778437848,0.18665182288499496
Jigawa,May,0.20553273895837815,0.12617339158582105,0.3004967677353565
Jigawa,Nov,0.0784022976677176,0.05968229317716178,0.11077639838714205
Jigawa,Oct,0.14529089996704797,0.11910967980937248,0.20164117083993802
Jigawa,Sep,0.6438148268212762,0.5802385689316285,0.6750113707967496
Kaduna,Apr,0.181649043809943,0.15773604814734787,0.24613421112403358
Kaduna,Aug,0.6703134643077264,0.6788470063063269,0.648776021138775
Kaduna,Dec,0.0654273980035737,0.05963177442441364,0.0891684051978183
Kaduna,Feb,0.08067189941155009,0.049113582995762045,0.11808197135399612
Kaduna,Jan,0.06022583753543326,0.049228653488132754,0.08396684472967784
Kaduna,Jul,0.6705635142386568,0.6628700214921026,0.6605717013935334
Kaduna,Jun,0.2542109029489727,0.3123603499779357,0.2658924052047952
Kaduna,Mar,0.13517602043202892,0.08689880345398585,0.19632709956871958
Kaduna,May,0.1917855674433617,0.1844421088097642,0.2504944356998461
Kaduna,Nov,0.08697645264802462,0.07898887651907083,0.11863112890701741
Kaduna,Oct,0.15414970145754825,0.18506878643975377,0.17706676732059634
Kaduna,Sep,0.3280265998380872,0.4433300126083952,0.2936074523473631
Kano,Apr,0.5731319268618393,0.4191608871864967,0.6484293644565577
Kano,Aug,0.7541025306877864,0.7589706474539257,0.7266076258852363
Kano,Dec,0.03220383381201412,0.04282493381107859,0.03939807841633066
Kano,Feb,0.031335659690712975,0.030297218662001482,0.04212702659718779
Kano,Jan,0.015344603381014305,0.03068920676202861,0.015344603381014305
Kano,Jul,0.6510128724509318,0.5923927733130327,0.6756927895342143
Kano,Jun,0.22586954967114448,0.22051120030558613,0.2775217872031527
Kano,Mar,0.10343340412195598,0.060104218315854455,0.15235426743130848
Kano,May,0.19019448949636034,0.13672531428284201,0.2698015060622843
Kano,Nov,0.06463874414122799,0.06021274008101711,0.08766032687504093
Kano,Oct,0.13431390801740672,0.12997225138241914,0.17649691705811602
Kano,Sep,0.2853640567931175,0.3509796508552092,0.2887991779455902
Katsina,Apr,0.17650119830834893,0.11462380167183048,0.2551536274546203
Katsina,Aug,0.38919866163134254,0.5090451536666428,0.3498463178405156
Katsina,Dec,0.03482987342245836,0.041602192888082236,0.04418239140806984
Katsina,Feb,0.0375064317856508,0.027530849182812397,0.0533337699151472
Katsina,Jan,0.011833550065019507,0.023667100130039014,0.011833550065019507
Katsina,Jul,0.6402590627554947,0.5750640868049082,0.6724241297333894
Katsina,Jun,0.21650074707816566,0.20330999311987236,0.27611542821461244
Katsina,Mar,0.11352218615224856,0.06085732194478488,0.16891786960548597
Katsina,May,0.1919640978432851,0.1342739723340174,0.2739715185411094
Katsina,Nov,0.06333835402419287,0.05761195984694689,0.08635993675800582
Katsina,Oct,0.12609980618168587,0.11909215160074701,0.16925830601620082
Katsina,Sep,0.214627090759311,0.2607956311676195,0.24011004579963707
Kebbi,Apr,0.22410192791493624,0.14626680982502985,0.3231334049125149
Kebbi,Aug,0.7725902988727197,0.761676843847831,0.7585362636505342
Kebbi,Dec,0.09373473912677399,0.060131348757145126,0.13618078229224162
Kebbi,Feb,0.10830378609985876,0.054737068602595175,0.16226062063223284
Kebbi,Jan,0.07584361639427081,0.0437735637237934,0.11181483941585355
Kebbi,Jul,0.3036725629147277,0.34213530821139493,0.33113959655174063
Kebbi,Jun,0.6555798678217224,0.5403774268657695,0.721627562353748
Kebbi,Mar,0.17055598693996687,0.08859398826842296,0.25472864881047047
Kebbi,May,0.23760843427135828,0.17301678841311563,0.33470983305547863
Kebbi,Nov,0.11947872131423598,0.07924521241264465,0.17271613138617842
Kebbi,Oct,0.1705283694781471,0.1527608865341157,0.22925814110878448
Kebbi,Sep,0.23404458339958137,0.2698990506112414,0.26984161163655596
Kogi,Apr,0.22477111677409017,0.21416501474211141,0.2923343059322067
Kogi,Aug,0.2605556546334012,0.3272499334763936,0.27513575810510327
Kogi,Dec,0.1527312870120029,0.12200933661393383,0.21388236614869355
Kogi,Feb,0.1636003031125165,0.12432290838330637,0.23122620239309205
Kogi,Jan,0.1521287067047527,0.11336083285312731,0.21495379772152765
Kogi,Jul,0.2687810802627274,0.33048811032251796,0.28574765228356114
Kogi,Jun,0.23554930920894884,0.2681495007144818,0.27616108129249267
Kogi,Mar,0.21310109914190833,0.1727156896698846,0.29678949951120126
Kogi,May,0.22451074653836567,0.2280048923137582,0.28486575550939713
Kogi,Nov,0.17285875138401605,0.15530518371286467,0.2359259731513963
Kogi,Oct,0.2174416299666495,0.24972639752975942,0.25615816279365666
Kogi,Sep,0.27939643115433627,0.3496981526042811,0.2881584288201261
Kwara,Apr,0.21731798338254243,0.20974527399242648,0.2757359463487312
Kwara,Aug,0.2892415760682008,0.38384486760664044,0.2782533690551187
Kwara,Dec,0.12606861195049163,0.10321636059163074,0.17570889972027579
Kwara,Feb,0.1434985171810536,0.10354379695203525,0.20464959631774426
Kwara,Jan,0.12089231085872526,0.0863889382642131,0.17269087200980437
Kwara,Jul,0.21413551715452797,0.2667715656031491,0.23770232956416443
Kwara,Jun,0.2515077691213717,0.2998573867977977,0.27402941282335924
Kwara,Mar,0.19780162557485695,0.15911989546138322,0.2738045520472383
Kwara,May,0.21915217291684275,0.22896402148299655,0.269158269734304
Kwara,Nov,0.143872213696091,0.127547935675144,0.1968674930174281
Kwara,Oct,0.20714780096753083,0.24874262059132313,0.23408354051148889
Kwara,Sep,0.6800222638603381,0.6714804153302012,0.6738697040679783
Lagos,Apr,0.2543833807030642,0.28754112690162553,0.2966482612925394
Lagos,Aug,0.28189736311908603,0.380294456236256,0.27647816336992653
Lagos,Dec,0.18601523268832862,0.19012581960175176,0.2353506795850485
Lagos,Feb,0.19929705495514735,0.2025918802170517,0.25777076025241075
Lagos,Jan,0.16950750875793164,0.15525693923272704,0.22511048400485273
Lagos,Jul,0.27337105620685803,0.36310422853195956,0.27687585527317393
Lagos,Jun,0.7893292261721752,0.804409667352973,0.763715625043393
Lagos,Mar,0.23789753418787843,0.25663190012101444,0.29198501480870864
Lagos,May,0.30655329160979383,0.37137473867101345,0.3241765779686002
Lagos,Nov,0.22401236144181003,0.25476083520441717,0.26946674853746033
Lagos,Oct,0.278508035487623,0.3518372600288457,0.29282510483456675
Lagos,Sep,0.737791375038585,0.7502983770912973,0.7204729295528429
Nasarawa,Apr,0.2557469090675815,0.24551231762128845,0.3205978854293493
Nasarawa,Aug,0.3307666566174322,0.42739461934735945,0.3180138564362696
Nasarawa,Dec,0.12228906081896508,0.09781553170987266,0.17120992412831756
Nasarawa,Feb,0.13359871270733736,0.08806073476719274,0.19331094292316467
Nasarawa,Jan,0.13232400103085257,0.09797669020078226,0.18747755373348465
Nasarawa,Jul,0.3133397618533038,0.3977300924525795,0.3121743987442753
Nasarawa,Jun,0.2781658254160973,0.3293488786963924,0.30136508683021057
Nasarawa,Mar,0.2081339382566246,0.150315989112758,0.2963810161391128
Nasarawa,May,0.24493796185261069,0.25173074977172893,0.3021243676916198
Nasarawa,Nov,0.14537332422748409,0.1267178714765509,0.20004958322028982
Nasarawa,Oct,0.22720345359621966,0.26220734964719217,0.2606000777012939
Nasarawa,Sep,0.7366624116173832,0.7326695024550705,0.7224498591412043
Niger,Apr,0.20645458953762563,0.18695415616863714,0.2769303154943905
Niger,Aug,0.26821972227914825,0.35421253843186595,0.26883288792096893
Niger,Dec,0.11917654433020554,0.08943222535105856,0.1688168320999897
Niger,Feb,0.13479432318904302,0.08397713558671918,0.19666482678616531
