,state,disaster,disaster_frequency_3_years,abandoned_area,production_distruption_loss,loss_severity_economic,land_lost,Crop losses,severity_of_physical_loss
5391,BAYELSA,Flood,2.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
5392,BAYELSA,Flood,3.0,Yes,Yes,Significant losses,No,Yes,Significant losses
5393,BAYELSA,Other (specify),3.0,Yes,Yes,Significant losses,No,Yes,Significant losses
5394,BAYELSA,Flood,3.0,Yes,Yes,Significant losses,No,Yes,Significant losses
5395,BAYELSA,Flood,6.0,Yes,Yes,Significant losses,Yes,No,Significant losses
5396,BAYELSA,Flood,3.0,No,Yes,Significant losses,Yes,Yes,Significant losses
5397,BAYELSA,Flood,6.0,Yes,Yes,Almost total or total losses,No,Yes,Almost total or total losses
5398,CROSS RIVER,Flood,3.0,No,Yes,Significant losses,No,Yes,Significant losses
5399,CROSS RIVER,Heavy rainfall,12.0,Yes,No,Small losses,No,Yes,Small losses
5400,CROSS RIVER,Extreme Winds,3.0,No,Yes,Significant losses,No,Yes,Significant losses
5401,CROSS RIVER,Fire Disaster,3.0,No,Yes,Significant losses,Yes,Yes,Significant losses
5402,CROSS RIVER,Flood,2.0,Yes,Yes,Almost total or total losses,No,Yes,Almost total or total losses
5403,CROSS RIVER,Flood,3.0,No,Yes,Significant losses,No,Yes,Significant losses
5404,CROSS RIVER,Extreme Winds,3.0,Yes,No,Significant losses,No,No,Small losses
5405,CROSS RIVER,Extreme Winds,4.0,No,Yes,Small losses,No,No,Small losses
5406,CROSS RIVER,Extreme Winds,3.0,No,Yes,Significant losses,No,Yes,Significant losses
5407,CROSS RIVER,Extreme Winds,2.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
5408,CROSS RIVER,Extreme Winds,1.0,No,Yes,Significant losses,Yes,No,Significant losses
5409,CROSS RIVER,Heavy rainfall,3.0,No,No,Significant losses,No,Yes,Significant losses
5410,CROSS RIVER,Extreme temperatures (cold or heat),3.0,No,Yes,Significant losses,No,Yes,Significant losses
5411,CROSS RIVER,Heavy rainfall,3.0,No,Yes,Significant losses,No,Yes,Significant losses
5412,CROSS RIVER,Extreme Winds,2.0,Yes,Yes,Significant losses,No,Yes,Significant losses
5413,CROSS RIVER,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
5414,CROSS RIVER,Heavy rainfall,6.0,No,Yes,Small losses,No,Yes,Small losses
5415,CROSS RIVER,Extreme Winds,3.0,No,Yes,Significant losses,No,Yes,Significant losses
5416,CROSS RIVER,Extreme Winds,3.0,No,No,Significant losses,No,Yes,Significant losses
5417,CROSS RIVER,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
5418,CROSS RIVER,Flood,2.0,No,No,Significant losses,No,Yes,Significant losses
5419,CROSS RIVER,Heavy rainfall,2.0,No,No,Significant losses,No,Yes,Significant losses
5420,CROSS RIVER,Drought,2.0,No,No,,No,Yes,Small losses
5421,CROSS RIVER,Extreme Winds,3.0,No,Yes,Significant losses,No,Yes,Significant losses
5422,CROSS RIVER,Extreme Winds,5.0,No,Yes,Significant losses,No,Yes,Significant losses
5423,CROSS RIVER,Flood,6.0,No,Yes,Significant losses,Yes,Yes,Significant losses
5424,CROSS RIVER,Extreme temperatures (cold or heat),3.0,No,Yes,Significant losses,No,Yes,Significant losses
5425,CROSS RIVER,Flood,1.0,Yes,Yes,Significant losses,No,Yes,Significant losses
5426,CROSS RIVER,Extreme Winds,3.0,No,Yes,Significant losses,No,Yes,Significant losses
5427,CROSS RIVER,Heavy rainfall,2.0,No,No,Significant losses,No,Yes,Significant losses
5428,CROSS RIVER,Fire Disaster,3.0,No,No,Significant losses,No,Yes,Significant losses
5429,CROSS RIVER,Heavy rainfall,9.0,Yes,Yes,Significant losses,No,Yes,Significant losses
5430,CROSS RIVER,Flood,6.0,Yes,No,Significant losses,No,Yes,Small losses
5431,CROSS RIVER,Heavy rainfall,10.0,No,Yes,Significant losses,Yes,Yes,Significant losses
5432,CROSS RIVER,Flood,1.0,No,Yes,Significant losses,No,Yes,Significant losses
5433,CROSS RIVER,Flood,3.0,Yes,Yes,Significant losses,No,Yes,Significant losses
5434,CROSS RIVER,Extreme Winds,3.0,No,No,Significant losses,Yes,No,Significant losses
5435,CROSS RIVER,Extreme Winds,4.0,No,Yes,Significant losses,No,Yes,Small losses
5436,CROSS RIVER,Flood,3.0,No,Yes,Significant losses,Yes,No,Significant losses
5437,CROSS RIVER,Extreme Winds,3.0,No,No,Significant losses,No,Yes,Significant losses
5438,CROSS RIVER,Heavy rainfall,2.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
5439,CROSS RIVER,Heavy rainfall,2.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
5440,CROSS RIVER,Flood,2.0,No,Yes,Almost total or total losses,No,Yes,Significant losses
5441,CROSS RIVER,Fire Disaster,3.0,No,No,Significant losses,Yes,Yes,Significant losses
5442,CROSS RIVER,Heavy rainfall,5.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
5443,CROSS RIVER,Flood,2.0,No,Yes,Significant losses,Yes,Yes,Significant losses
5444,CROSS RIVER,Heavy rainfall,3.0,No,Yes,Significant losses,Yes,Yes,Significant losses
5445,CROSS RIVER,Fire Disaster,3.0,No,Yes,Significant losses,No,Yes,Significant losses
5446,CROSS RIVER,Drought,2.0,No,Yes,Significant losses,No,Yes,Significant losses
5447,CROSS RIVER,Heavy rainfall,3.0,No,No,Significant losses,Yes,No,Small losses
5448,CROSS RIVER,Fire Disaster,3.0,No,Yes,Significant losses,No,Yes,Significant losses
5449,CROSS RIVER,Extreme Winds,8.0,No,Yes,Significant losses,No,Yes,Almost total or total losses
5450,CROSS RIVER,Fire Disaster,2.0,No,Yes,Significant losses,No,Yes,Significant losses
5451,CROSS RIVER,Flood,2.0,No,Yes,Significant losses,Yes,Yes,Significant losses
5452,CROSS RIVER,Fire Disaster,3.0,No,Yes,Significant losses,Yes,Yes,Significant losses
5453,CROSS RIVER,Extreme Winds,1.0,No,Yes,Small losses,No,No,Small losses
5454,CROSS RIVER,Flood,1.0,No,Yes,Significant losses,Yes,Yes,Significant losses
5455,CROSS RIVER,Heavy rainfall,3.0,No,No,Small losses,Yes,Yes,Significant losses
5456,CROSS RIVER,Extreme temperatures (cold or heat),2.0,No,Yes,Significant losses,No,Yes,Significant losses
5457,CROSS RIVER,Extreme Winds,2.0,No,Yes,Significant losses,No,Yes,Significant losses
5458,CROSS RIVER,Extreme Winds,3.0,No,Yes,Significant losses,No,Yes,Significant losses
5459,CROSS RIVER,Flood,5.0,Yes,Yes,Significant losses,No,Yes,Significant losses
5460,CROSS RIVER,Flood,3.0,Yes,No,Significant losses,No,Yes,Significant losses
5461,CROSS RIVER,Heavy rainfall,3.0,No,Yes,Significant losses,No,Yes,Significant losses
5462,CROSS RIVER,Extreme Winds,2.0,Yes,Yes,Significant losses,No,Yes,Significant losses
5463,CROSS RIVER,Extreme Winds,5.0,No,Yes,Significant losses,No,Yes,Significant losses
5464,CROSS RIVER,Flood,6.0,No,No,Almost total or total losses,Yes,Yes,Almost total or total losses
5465,CROSS RIVER,Drought,2.0,No,Yes,Significant losses,No,Yes,Significant losses
5466,CROSS RIVER,Flood,3.0,No,Yes,Significant losses,No,Yes,Significant losses
5467,CROSS RIVER,Flood,3.0,Yes,No,Significant losses,Yes,No,Significant losses
5468,CROSS RIVER,Flood,6.0,No,No,Significant losses,Yes,Yes,Significant losses
5469,CROSS RIVER,Flood,12.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
5470,CROSS RIVER,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
5471,CROSS RIVER,Flood,3.0,No,Yes,Significant losses,Yes,Yes,Almost total or total losses
5472,CROSS RIVER,Extreme Winds,6.0,Yes,Yes,Almost total or total losses,No,Yes,Significant losses
5473,CROSS RIVER,Flood,2.0,No,Yes,Almost total or total losses,No,Yes,Almost total or total losses
5474,CROSS RIVER,Flood,1.0,No,Yes,Significant losses,No,Yes,Significant losses
5475,CROSS RIVER,Flood,3.0,No,Yes,Significant losses,No,Yes,Significant losses
5476,CROSS RIVER,Fire Disaster,6.0,No,Yes,Significant losses,Yes,Yes,Significant losses
5477,CROSS RIVER,Fire Disaster,3.0,No,Yes,Significant losses,No,Yes,Significant losses
5478,CROSS RIVER,Flood,3.0,No,Yes,Significant losses,No,Yes,Significant losses
5479,CROSS RIVER,Flood,3.0,No,Yes,Significant losses,No,Yes,Significant losses
5480,CROSS RIVER,Fire Disaster,2.0,No,Yes,Significant losses,No,No,Significant losses
5481,CROSS RIVER,Flood,2.0,Yes,Yes,Significant losses,No,Yes,Significant losses
5482,CROSS RIVER,Heavy rainfall,1.0,Yes,Yes,Significant losses,No,Yes,Significant losses
5483,CROSS RIVER,Flood,1.0,No,Yes,Significant losses,No,Yes,Significant losses
5484,CROSS RIVER,Extreme Winds,3.0,No,Yes,Significant losses,No,Yes,Significant losses
5485,CROSS RIVER,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
5486,CROSS RIVER,Flood,3.0,No,Yes,Significant losses,Yes,Yes,Significant losses
5487,CROSS RIVER,Flood,3.0,No,Yes,Significant losses,No,Yes,Significant losses
5488,CROSS RIVER,Flood,6.0,No,Yes,Significant losses,Yes,Yes,Significant losses
5489,CROSS RIVER,Flood,3.0,Yes,Yes,Significant losses,No,Yes,Significant losses
5490,CROSS RIVER,Flood,3.0,Yes,Yes,Small losses,Yes,Yes,Significant losses
5491,CROSS RIVER,Extreme Winds,1.0,Yes,Yes,Significant losses,No,No,Significant losses
5492,CROSS RIVER,Fire Disaster,2.0,No,Yes,Significant losses,No,Yes,Significant losses
5493,CROSS RIVER,Extreme Winds,3.0,No,No,,No,No,Significant losses
5494,CROSS RIVER,Heavy rainfall,6.0,Yes,Yes,Significant losses,No,Yes,Significant losses
5495,CROSS RIVER,Flood,12.0,No,No,Significant losses,Yes,No,Significant losses
5496,CROSS RIVER,Flood,3.0,No,Yes,Significant losses,Yes,Yes,Significant losses
5497,CROSS RIVER,Extreme Winds,5.0,Yes,Yes,Significant losses,No,Yes,Significant losses
5498,CROSS RIVER,Flood,3.0,No,Yes,Significant losses,No,Yes,Significant losses
5499,CROSS RIVER,Fire Disaster,3.0,No,Yes,Significant losses,No,Yes,Significant losses
5500,CROSS RIVER,Flood,3.0,Yes,Yes,Significant losses,No,Yes,Significant losses
5501,CROSS RIVER,Extreme temperatures (cold or heat),1.0,Yes,Yes,Significant losses,No,Yes,Significant losses
5502,CROSS RIVER,Extreme Winds,2.0,No,Yes,Significant losses,No,Yes,Significant losses
5503,CROSS RIVER,Extreme Winds,3.0,No,Yes,Significant losses,No,No,Significant losses
5504,CROSS RIVER,Extreme Winds,1.0,No,Yes,Significant losses,No,Yes,Significant losses
5505,CROSS RIVER,Heavy rainfall,7.0,Yes,Yes,Significant losses,No,Yes,Significant losses
5506,CROSS RIVER,Heavy rainfall,4.0,No,Yes,Significant losses,Yes,Yes,Significant losses
5507,CROSS RIVER,Flood,1.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
5508,CROSS RIVER,Heavy rainfall,3.0,No,No,,No,No,Significant losses
5509,CROSS RIVER,Extreme Winds,1.0,Yes,No,Significant losses,No,No,Significant losses
5510,CROSS RIVER,Heavy rainfall,12.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
5511,CROSS RIVER,Flood,3.0,Yes,Yes,Significant losses,No,Yes,Significant losses
5512,CROSS RIVER,Flood,6.0,No,Yes,Significant losses,No,Yes,Significant losses
5513,CROSS RIVER,Extreme Winds,3.0,No,No,Significant losses,No,Yes,Significant losses
5514,CROSS RIVER,Extreme Winds,1.0,No,Yes,Significant losses,No,No,Significant losses
5515,CROSS RIVER,Flood,9.0,No,No,Significant losses,No,Yes,Significant losses
5516,CROSS RIVER,Fire Disaster,3.0,No,Yes,Significant losses,Yes,Yes,Significant losses
5517,CROSS RIVER,Heavy rainfall,2.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
5518,CROSS RIVER,Flood,3.0,No,Yes,Significant losses,No,Yes,Significant losses
5519,CROSS RIVER,Extreme Winds,2.0,Yes,No,Small losses,No,No,Small losses
5520,CROSS RIVER,Flood,3.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
5521,CROSS RIVER,Extreme Winds,6.0,No,Yes,Significant losses,No,Yes,Significant losses
5522,CROSS RIVER,Fire Disaster,3.0,No,Yes,Significant losses,Yes,Yes,Significant losses
5523,CROSS RIVER,Flood,3.0,No,Yes,Almost total or total losses,No,Yes,Almost total or total losses
5524,CROSS RIVER,Extreme Winds,1.0,No,Yes,Significant losses,No,Yes,Significant losses
5525,CROSS RIVER,Fire Disaster,3.0,No,No,Significant losses,No,Yes,Significant losses
5526,CROSS RIVER,Heavy rainfall,5.0,Yes,No,Significant losses,No,Yes,Significant losses
5527,CROSS RIVER,Flood,2.0,Yes,Yes,Significant losses,No,Yes,Significant losses
5528,CROSS RIVER,Extreme Winds,2.0,Yes,No,Significant losses,No,Yes,Significant losses
5529,CROSS RIVER,Heavy rainfall,3.0,No,No,Significant losses,Yes,No,Significant losses
5530,CROSS RIVER,Extreme Winds,2.0,Yes,Yes,Significant losses,No,No,Significant losses
5531,CROSS RIVER,Extreme Winds,6.0,No,Yes,Significant losses,No,Yes,Significant losses
5532,CROSS RIVER,Flood,3.0,No,Yes,Significant losses,Yes,Yes,Significant losses
5533,CROSS RIVER,Flood,1.0,No,Yes,Significant losses,No,Yes,Significant losses
5534,CROSS RIVER,Heavy rainfall,6.0,No,Yes,Significant losses,Yes,Yes,Significant losses
5535,CROSS RIVER,Extreme Winds,6.0,No,No,Significant losses,No,Yes,Significant losses
5536,CROSS RIVER,Drought,1.0,No,Yes,Significant losses,No,Yes,Significant losses
5537,CROSS RIVER,Fire Disaster,3.0,No,Yes,Significant losses,Yes,Yes,Significant losses
5538,CROSS RIVER,Fire Disaster,3.0,No,Yes,Significant losses,No,Yes,Significant losses
5539,CROSS RIVER,Drought,2.0,No,Yes,Significant losses,No,Yes,Significant losses
5540,CROSS RIVER,Heavy rainfall,2.0,No,Yes,Significant losses,No,Yes,Significant losses
5541,CROSS RIVER,Flood,3.0,No,No,Significant losses,No,Yes,Significant losses
5542,CROSS RIVER,Extreme Winds,3.0,No,No,Significant losses,Yes,No,Significant losses
5543,CROSS RIVER,Fire Disaster,9.0,No,Yes,Significant losses,Yes,No,Significant losses
5544,CROSS RIVER,Drought,2.0,No,Yes,Significant losses,No,Yes,Significant losses
5545,CROSS RIVER,Fire Disaster,3.0,No,Yes,Significant losses,No,Yes,Significant losses
5546,CROSS RIVER,Heavy rainfall,12.0,Yes,No,Significant losses,Yes,Yes,Significant losses
5547,CROSS RIVER,Flood,3.0,No,No,Significant losses,Yes,No,Significant losses
5548,CROSS RIVER,Flood,3.0,Yes,Yes,Almost total or total losses,Yes,Yes,Significant losses
5549,CROSS RIVER,Fire Disaster,2.0,No,Yes,Significant losses,No,Yes,Significant losses
5550,CROSS RIVER,Fire Disaster,3.0,No,No,Significant losses,No,Yes,Significant losses
5551,CROSS RIVER,Flood,9.0,No,Yes,Significant losses,Yes,Yes,Significant losses
5552,CROSS RIVER,Flood,6.0,No,Yes,Significant losses,No,Yes,Significant losses
5553,CROSS RIVER,Extreme Winds,2.0,No,No,Significant losses,No,Yes,Almost total or total losses
5554,CROSS RIVER,Drought,3.0,No,Yes,Significant losses,No,Yes,Significant losses
5555,CROSS RIVER,Extreme Winds,2.0,No,Yes,Significant losses,No,Yes,Significant losses
5556,CROSS RIVER,Flood,2.0,No,Yes,Significant losses,Yes,Yes,Significant losses
5557,CROSS RIVER,Heavy rainfall,3.0,Yes,No,Significant losses,No,No,Significant losses
5558,CROSS RIVER,Heavy rainfall,3.0,No,Yes,Significant losses,Yes,Yes,Significant losses
5559,CROSS RIVER,Heavy rainfall,3.0,Yes,Yes,Significant losses,Yes,Yes,Significant losses
5560,CROSS RIVER,Flood,6.0,No,Yes,Significant losses,No,Yes,Significant losses
5561,CROSS RIVER,Heavy rainfall,2.0,No,Yes,Significant losses,Yes,Yes,Significant losses
5562,CROSS RIVER,Flood,3.0,No,Yes,Significant losses,No,Yes,Significant losses
5563,CROSS RIVER,Heavy rainfall,6.0,No,No,Significant losses,No,No,Significant losses
5564,CROSS RIVER,Fire Disaster,2.0,No,Yes,Significant losses,No,Yes,Significant losses
5565,CROSS RIVER,Extreme Winds,2.0,No,Yes,Significant losses,No,No,Significant losses
5566,CROSS RIVER,Extreme Winds,3.0,No,No,Significant losses,Yes,No,Significant losses
5567,CROSS RIVER,Heavy rainfall,2.0,No,Yes,Significant losses,No,Yes,Significant losses
5568,CROSS RIVER,Extreme Winds,2.0,No,Yes,Significant losses,Yes,Yes,Significant losses
5569,CROSS RIVER,Flood,2.0,No,Yes,Significant losses,No,Yes,Significant losses
5570,CROSS RIVER,Extreme Winds,3.0,Yes,Yes,Significant losses,No,Yes,Significant losses
5571,CROSS RIVER,Fire Disaster,10.0,No,No,Significant losses,No,Yes,Significant losses
5572,CROSS RIVER,Drought,2.0,No,Yes,Significant losses,No,Yes,Significant losses
