,state,Month,Maize,Rice,Sorghum,Beans,Millet
183,Gombe,Feb,0.35856946908291004,0.3815986493422142,0.3833814058727755,0.40732877429382813,0.34554164089174244
184,Gombe,Jan,0.40038364475847793,0.41705529515746326,0.4204587394430803,0.44914294996939613,0.3831936871057254
185,Gombe,Jul,1.536348016585251,1.5535797202541621,1.5426546640973315,1.5647599272552264,1.5383806844618393
186,Gombe,Jun,0.5086369474450838,0.512453905863888,0.5307676774960177,0.5473466248644387,0.5108319464368161
187,Gombe,Mar,0.28783159364556676,0.3225817353173191,0.32395931990911647,0.3365908988564849,0.277690436154137
188,Gombe,May,0.39372548297223253,0.4238275851535988,0.4353344682144945,0.4432292050565998,0.39406829402284754
189,Gombe,Nov,0.3946409615357123,0.41661465609963316,0.42208447727294623,0.4434002667466304,0.3855857084604955
190,Gombe,Oct,0.5258583466394405,0.5362004155923773,0.551515914877654,0.571515914877654,0.5252070056432719
191,Gombe,Sep,0.5138328855785262,0.5273773245681722,0.5037963177321112,0.5274805282584271,0.5173517401863101
192,Imo,Apr,0.5361577100849302,0.5546119599133834,0.5472913133237967,0.5630807870080071,0.5485291559409495
193,Imo,Aug,0.5240732614496109,0.5538198596062227,0.526875925678421,0.5495075046257896,0.5336255905482195
194,Imo,Dec,0.5239448961146626,0.5439873133442752,0.5575200560989906,0.573572687677938,0.5322217664514239
195,Imo,Feb,0.49205303631087954,0.5168276675821168,0.5295905836531808,0.5414326889163387,0.5039657203197523
196,Imo,Jan,0.5005427269164904,0.5206355560355883,0.5331553689433939,0.5486816847328675,0.5080049168741432
197,Imo,Jul,0.4885179626432421,0.5094760018130169,0.4815191380383055,0.5041507169856738,0.49902814614798097
198,Imo,Jun,0.515977360545366,0.5447784814010798,0.5177535130855254,0.5388061446644727,0.5276833496560739
199,Imo,Mar,0.5346710182939902,0.542635093921784,0.5618807610130708,0.5742491820657024,0.5458658156321632
200,Imo,May,0.5293584421881896,0.5650372011442192,0.5393493002265858,0.5577703528581648,0.540822447027875
201,Imo,Nov,0.611408617676485,0.6178213173502592,0.6385661206149728,0.6561976995623411,0.6223211000317985
202,Imo,Oct,0.49961756110328864,0.519437697038653,0.4928179006618625,0.5141336901355467,0.5104856796755814
203,Imo,Sep,0.5017755219752383,0.5210163238876111,0.49455859628632626,0.516663859444221,0.5122373086257728
204,Jigawa,Apr,0.28956327934400017,0.3302023528955166,0.33384890034439196,0.33832258455491826,0.29102829245148154
205,Jigawa,Aug,1.4785205035329319,1.500121622684521,1.4765406158484602,1.4960143000589865,1.48261003771321
206,Jigawa,Dec,0.409165742707422,0.4243186099324217,0.42845136370781384,0.4579250479183401,0.39214416577658917
207,Jigawa,Feb,0.36126593034776777,0.3808949281688103,0.3818673408218438,0.41002523555868586,0.34326129231590646
208,Jigawa,Jan,0.4142108413296839,0.4265307668306915,0.4292859360142863,0.4629701465406021,0.3929787380830616
209,Jigawa,Jul,1.5025935564904427,1.516045113075351,1.5348450910339975,1.5480029857708397,1.5045697613704587
210,Jigawa,Jun,0.3775928356025034,0.41083822131471076,0.4218183808552134,0.42734469664468705,0.37992092594329796
211,Jigawa,Mar,0.2679293842289152,0.3024171834677696,0.3027413210187807,0.31668868943983336,0.25398201580786256
212,Jigawa,May,0.28031256472707927,0.3223677014096723,0.32722976467483955,0.3290718699379974,0.28115245180108606
213,Jigawa,Nov,0.3965363625813486,0.41630452032998233,0.4205588256870036,0.44529566779226676,0.38444319863700505
214,Jigawa,Oct,0.4152103442590742,0.4390283257642749,0.4484283147435982,0.4642177884278087,0.41072355256720083
215,Jigawa,Sep,1.5610483576746517,1.5627154753674815,1.583784416183206,1.600626521446364,1.5656621911088118
216,Kaduna,Apr,0.4520549864823759,0.47730835883504646,0.4899497233244811,0.5020549864823758,0.4539343976539831
217,Kaduna,Aug,1.5414435171479126,1.5686944852423652,1.541588482539058,1.5694832193811634,1.5447748339456542
218,Kaduna,Dec,0.4152188812684815,0.4304920768823521,0.43608344963729434,0.4639781864793996,0.3992015390623915
219,Kaduna,Feb,0.34177201242418415,0.36581330706855936,0.36763658079299705,0.39053131763510235,0.32749796523725133
220,Kaduna,Jan,0.3895537947910046,0.40644767815993094,0.4104183631598175,0.43831310000192275,0.37104603112897594
221,Kaduna,Jul,1.545606837445698,1.5761549655863285,1.5505075818625715,1.5755075818625714,1.5489593278671538
222,Kaduna,Jun,0.5736930262790596,0.5717981489863797,0.5879061645838787,0.6084324803733524,0.5759636453554862
223,Kaduna,Mar,0.3369292224503535,0.36746679915171926,0.3714780013454822,0.3856885276612717,0.3286573934525717
224,Kaduna,May,0.4977456896279625,0.5172037201050345,0.5332080116862098,0.5466290643177888,0.49907559485078967
225,Kaduna,Nov,0.4405540591052742,0.45693923503068873,0.4643133643161923,0.4893133643161923,0.4304965878409064
226,Kaduna,Oct,0.5695434002371337,0.5742163238947308,0.5909904421595576,0.6152009684753471,0.5665972417374361
227,Kaduna,Sep,0.5363323138790528,0.5543399376852668,0.5291382430941501,0.5551908746730975,0.5397815980089177
228,Kano,Apr,1.3618947913581956,1.3951859778312408,1.4018307976269693,1.4107781660480219,1.363483821404576
229,Kano,Aug,1.5093093201913934,1.5282942870634542,1.5041865567070003,1.526554977759632,1.5137608225104096
230,Kano,Dec,0.4795578449514729,0.48881892618027256,0.49436978174133844,0.528317150162391,0.4645759937717996
231,Kano,Feb,0.442575408178978,0.4556643449017982,0.45870313444252775,0.4913347133898961,0.4273767794231805
232,Kano,Jan,0.4826209283369286,0.49002025730201126,0.49480128617942565,0.5313802335478467,0.4644327855662087
233,Kano,Jul,1.5504112631062341,1.5495418628210225,1.5701245973102305,1.587756176257599,1.5540440519749574
234,Kano,Jun,0.4598124080244168,0.4767073414643921,0.4911314624843881,0.5032367256422828,0.4632243862458324
235,Kano,Mar,0.34570368718547534,0.3740365425333928,0.37577878187007774,0.39446299239639354,0.335640166314332
236,Kano,May,0.3685388603506316,0.4025452243501327,0.41068918031928775,0.4177944434771825,0.37062899949158745
237,Kano,Nov,0.46084274269488984,0.4756501944446417,0.4814441531689659,0.509602047905808,0.4516503651994271
238,Kano,Oct,0.4984108389357705,0.5163571776230031,0.5281476810410337,0.5484108389357705,0.4961553438762827
239,Kano,Sep,0.5702367936516991,0.5584988386412995,0.5800134685896644,0.6000134685896643,0.57494943732986
240,Katsina,Apr,0.33129144658629295,0.3674405937976043,0.37266731180765905,0.3802988907550275,0.33208898641287093
241,Katsina,Aug,0.4751159639421352,0.4891029895427159,0.46402284653322834,0.4866544254805968,0.47853802484151
242,Katsina,Dec,0.4552498470523157,0.4658271254857189,0.47085125752639173,0.5040091522632338,0.4385670481009142
243,Katsina,Feb,0.40123292524262877,0.4173794830448987,0.4192027567693364,0.4499922304535469,0.38442812588792014
244,Katsina,Jan,0.4556689617590122,0.46416225495875757,0.4678493196015094,0.5044282669699305,0.43499039753235363
245,Katsina,Jul,1.546326182048647,1.5486921636264914,1.569558518472834,1.586400623735992,1.5486411649080944
246,Katsina,Jun,0.4556844575279669,0.476196964410085,0.49066160262395747,0.5017142342029048,0.4584249293972953
247,Katsina,Mar,0.30696481373390694,0.33855746839973666,0.33940832947114086,0.35572411894482514,0.29562986717210016
248,Katsina,May,0.35347724396647817,0.3887162528855511,0.3962929681404367,0.40260875761412085,0.35520743150428824
249,Katsina,Nov,0.4452789614969766,0.4604915851854923,0.46588037197105264,0.4940382667078947,0.43436244607047925
250,Katsina,Oct,0.4823799523902424,0.499721370350774,0.5109851502484114,0.531511466037885,0.4783287323862093
251,Katsina,Sep,0.5950864078758686,0.6128789243663095,0.6163715064784545,0.6368978222679282,0.5988895940021037
252,Kebbi,Apr,0.31659048252249733,0.3592417630471961,0.36584606564904826,0.36584606564904826,0.3255943139401219
253,Kebbi,Aug,1.4994476542474666,1.519355002443081,1.4994189223681404,1.5173136592102456,1.5076065572521045
254,Kebbi,Dec,0.3654846196452045,0.3904361240935805,0.3931912932771753,0.4142439248561226,0.35669252446472455
255,Kebbi,Feb,0.30999793390689606,0.34179358227302714,0.34191513385465633,0.3587572391178142,0.3035006562299451
256,Kebbi,Jan,0.35266711497698144,0.3767898517400289,0.3780053675563207,0.40142642018789965,0.3399740316940616
